num_trans__amount,num_trans__duration,num_trans__payments,num_trans__DID,num_trans__Average_order_amount,num_trans__Average_trans_amount,num_trans__Average_trans_balance,num_trans__No_transaction,num_trans__No_inhabitants,num_trans__Average_salary,num_trans__Average_unemployment_rate,num_trans__Average_crime_rate,num_trans__Owner_age,cat_trans__Card_type_No,cat_trans__Card_type_classic,cat_trans__Card_type_gold,cat_trans__Card_type_junior,cat_trans__gender_female,cat_trans__gender_male,remainder__Same_district,remainder__Default
0.12738631708316264,0.25,0.3136581303352072,0.3546218487394958,0.28605425987624944,0.7423028477676689,0.814020743633957,0.6597444089456869,0.05402570448107444,0.032498307379823954,0.36392009987515606,0.1052532795406329,0.2068965517241379,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.08160589922163049,0.0,0.42629606495940037,0.238655462184874,0.20866254164683484,0.07255981693913303,0.21106798245842734,0.694888178913738,0.013746286996657864,0.21101331527871814,0.37515605493133586,0.27327222937161794,0.14482758620689656,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.028922572716099958,0.5,0.03175098896523007,0.3277310924369748,0.29733460257020466,0.18924890197794753,0.5451492392677213,0.6996805111821086,0.0982857369042415,0.1428571428571428,0.22409488139825218,0.15021695736398444,0.40689655172413797,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.0308480131093814,0.0,0.16833229231730168,0.865546218487395,0.13900047596382675,0.10933512214695655,0.24027011182154856,0.9840255591054313,0.29665218753119266,0.4032949672760098,0.17727840199750314,0.5413459130514846,0.8344827586206895,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.06302744776730848,0.0,0.3318759108890277,0.842016806722689,0.3155481516738062,0.3431770837955471,0.7174865631795344,0.9584664536741213,0.1600738986621141,0.4023922365154591,0.5049937578027466,0.1679780724237913,0.13793103448275862,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.10276526013928718,0.0,0.5338330210285239,0.5815126050420167,0.4874155164207521,0.5282969449500364,0.8754697069556634,0.6629392971246006,0.29665218753119266,0.4032949672760098,0.17727840199750314,0.5413459130514846,0.4758620689655172,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.12277755018435069,0.0,0.6355402873204248,0.6436974789915968,0.5803712517848644,0.5558963244984675,0.5538311884035325,0.6773162939297125,0.05597384806545211,0.1453396524486572,0.4631710362047441,0.3361230134129551,0.7206896551724138,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.17210159770585826,0.5,0.27430772433895484,0.13949579831932774,0.4430604474059972,0.2529194434539624,0.3992588644773731,0.6597444089456869,0.05597384806545211,0.1453396524486572,0.4631710362047441,0.3361230134129551,0.8224137931034483,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.05905366653011061,0.0,0.31168019987507806,0.7058823529411766,0.5036427098207203,0.3998176521432407,0.7908976083826199,0.9488817891373801,1.0,1.0,0.0,1.0,0.013793103448275834,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.34709135600163865,0.75,0.42015407037268376,0.6336134453781512,0.383436458829129,0.44526615422636723,0.480036962019992,0.5862619808306709,1.0,1.0,0.0,1.0,0.2603448275862069,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.1332036050798853,0.0,0.6885280033312514,0.8907563025210083,0.40876725368871963,0.43140489370123775,0.7538797593283841,0.8242811501597445,0.20872499853717133,0.4664861205145563,0.8526841448189764,0.3273115831106584,0.043103448275862044,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.07974190905366653,0.25,0.1925879658546742,0.4941176470588236,0.1753260352213232,0.6164483156205932,0.7162187260193343,0.7204472843450479,0.24183913703434723,0.5784247348228391,0.5911360799001248,0.68746574396534,0.2603448275862069,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
0.20841868086849652,1.0,0.18884030814074537,0.11428571428571432,0.22235364112327463,0.10442280266704003,0.3136027209681876,0.8881789137380192,0.030199667507649727,0.06319115323854652,0.2777777777777778,0.1973147827736536,0.9017241379310346,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.03299877099549365,0.0,0.17926296064959402,0.5932773109243699,0.16313184198000952,0.19442189567622653,0.405996918592235,0.547923322683706,0.04397951351481587,0.07154141277364023,0.12109862671660426,0.08741800366183133,0.5155172413793103,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.2747849242113887,0.5,0.4482615032271497,0.0773109243697479,0.28329366968110425,0.3354447272830581,0.5071437716782563,0.9329073482428115,0.06013774683082472,0.05845181674565558,0.2109862671660424,0.15388540025745173,0.2362068965517241,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.46046702171241294,1.0,0.44503435352904436,0.17142857142857143,0.440996350943995,0.533745432633653,0.6919391170784055,0.8338658146964856,1.0,1.0,0.0,1.0,0.02931034482758621,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.23713641950020484,0.25,0.5925463252134083,0.6991596638655462,0.2712105346660321,0.4297967979919299,0.689300076111099,0.8162939297124601,0.05597384806545211,0.1453396524486572,0.4631710362047441,0.3361230134129551,0.6155172413793103,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.12968045882834903,0.25,0.3194878201124297,0.3546218487394958,0.47666349357448845,0.2859374784764588,0.41126459767760626,0.6853035143769968,1.0,1.0,0.0,1.0,0.7327586206896552,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.12968045882834903,0.25,0.3194878201124297,0.3546218487394958,0.47666349357448845,0.286633322729837,0.397718621964011,0.6853035143769968,1.0,1.0,0.0,1.0,0.7327586206896552,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.033346988938959446,0.0,0.18103268790339372,0.36134453781512604,0.16477867682056163,0.6298618492547919,0.677788810184129,0.7747603833865815,1.0,1.0,0.0,1.0,0.44999999999999996,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.3540557148709545,0.5,0.5825525713095983,0.4857142857142857,0.5319371727748692,0.4536510928564232,0.7675897558141836,0.6214057507987221,0.03702763541490983,0.19295870006770466,0.9107365792759051,0.2767832869610422,0.2879310344827586,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.14791069233920526,0.0,0.7632729544034978,0.4420168067226891,0.5018562589243217,0.24327144906777737,0.5680160003414338,0.6773162939297125,0.04466274054926635,0.4084856691491763,0.2752808988764045,0.5404941347983709,0.3655172413793103,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.03183121671446129,0.0,0.17332916926920677,0.7478991596638656,0.516311280342694,0.5885553723138092,0.8428682522088483,0.8322683706070287,0.03702763541490983,0.19295870006770466,0.9107365792759051,0.2767832869610422,0.5586206896551724,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.15434248258910283,0.5,0.2442223610243598,0.27899159663865547,0.22257972394098044,0.6454021059772539,0.8518492388037193,0.6869009584664537,0.02827905952163781,0.02211690363349117,0.21410736579275907,0.16545993842632667,0.19137931034482758,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0860098320360508,0.25,0.20851551113887157,0.43697478991596644,0.1898905283198477,0.40999668556532526,0.49215456378905187,0.7827476038338658,0.1327542826460333,0.341683592868427,0.19912609238451937,0.12029279186747516,0.8413793103448275,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.784412126177796,1.0,0.7743077243389549,0.2605042016806723,0.7072632079961924,0.47773744691924797,0.4233917254080277,0.6261980830670927,0.030239249930300513,0.09839765290002256,0.39013732833957554,0.3583936695059156,0.8155172413793104,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.10989348627611635,0.75,0.11877992921090987,0.5848739495798321,0.10785340314136126,0.1672084870226503,0.3693686067325567,0.5654952076677316,0.028237756124089172,0.34123222748815163,0.019975031210986274,0.5095178662126381,0.8137931034482759,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.18162638263006964,0.25,0.45148865292525503,0.6218487394957983,0.35951134380453753,0.5610566764541994,0.7477763970143548,0.9345047923322684,0.007406215472941111,0.0658993455201986,0.39887640449438205,0.09127760746818991,0.28620689655172415,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.289778779188857,0.25,0.7263168852800334,0.5882352941176472,0.41004997620180866,0.3722600092048029,0.32861587481385374,0.768370607028754,0.0709170731035717,0.3531934100654479,0.8358302122347065,0.43964599700552337,0.04137931034482756,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
